owner_id, project_name, commit_hash, old_val, new_val
11018478,arg3db,0468eacc9df03abc9b69ce14d61b69dbb5c163bf,postgres:9.3,postgres
11018478,arg3db,856ecd37caeb7bb4acec33a31a7d59600d10a831,rj_db_test,coda_db_test
11018478,arg3db,856ecd37caeb7bb4acec33a31a7d59600d10a831,rj_db_coverage,coda_db_coverage
11018478,arg3db,88d27e846371f14d3254ed6413dc988ea65f4c64,mysql,mysql:5.5
11018478,arg3db,88d27e846371f14d3254ed6413dc988ea65f4c64,postgres,postgres:10
11018478,arg3db,f5a8719f7e2338f0fe7dd62d7bf46d6628d82c69,mysql:5.5,mysql:5.7
11018478,arg3db,f5a8719f7e2338f0fe7dd62d7bf46d6628d82c69,postgres:10,postgres
11018478,arg3db,0e5793c9161cfc478f14941ab32bddfa04c77c7b,mysql:5.7,wangxian/alpine-mysql
11018478,arg3db,0e5793c9161cfc478f14941ab32bddfa04c77c7b,postgres,postgres:alpine
11018478,arg3db,120c3351dc4e0a79c698d910ca443caf6c6a4892,wangxian/alpine-mysql,webhippie/mariadb
11018478,arg3db,8a824bf31dc6cbba6862516ca005ac32754b198f,webhippie/mariadb,pickapp/mariadb-alpine
11018478,arg3db,6b24edb1f0b36ef1ad84aabdb7303e1af18927da,pickapp/mariadb-alpine,yobasystems/alpine-mariadb
11018478,db,0468eacc9df03abc9b69ce14d61b69dbb5c163bf,mysql:5.6,mysql
11018478,db,0468eacc9df03abc9b69ce14d61b69dbb5c163bf,postgres:9.3,postgres
11018478,db,856ecd37caeb7bb4acec33a31a7d59600d10a831,rj_db_test,coda_db_test
11018478,db,856ecd37caeb7bb4acec33a31a7d59600d10a831,rj_db_coverage,coda_db_coverage
11018478,db,88d27e846371f14d3254ed6413dc988ea65f4c64,mysql,mysql:5.5
11018478,db,88d27e846371f14d3254ed6413dc988ea65f4c64,postgres,postgres:10
11018478,db,f5a8719f7e2338f0fe7dd62d7bf46d6628d82c69,mysql:5.5,mysql:5.7
11018478,db,f5a8719f7e2338f0fe7dd62d7bf46d6628d82c69,postgres:10,postgres
11018478,db,0e5793c9161cfc478f14941ab32bddfa04c77c7b,mysql:5.7,wangxian/alpine-mysql
11018478,db,0e5793c9161cfc478f14941ab32bddfa04c77c7b,postgres,postgres:alpine
11018478,db,120c3351dc4e0a79c698d910ca443caf6c6a4892,wangxian/alpine-mysql,webhippie/mariadb
11018478,db,8a824bf31dc6cbba6862516ca005ac32754b198f,webhippie/mariadb,pickapp/mariadb-alpine
11018478,db,6b24edb1f0b36ef1ad84aabdb7303e1af18927da,pickapp/mariadb-alpine,yobasystems/alpine-mariadb
11044962,crater,e1aa378358add2d0312da3ae7ca74c643e7f46db,mongo:3.2.4,mongo:3.2.8
11044962,crater,bef62c5384d0b782c74e67dfa4bb89b39da27eb5,jedwards1211/crater:$TAG,jedwards1211/$NAME:$TAG
11044962,crater,cfe808a4027cd67e26de56c9d7c6015932caddf3,jedwards1211/$NAME:$TAG,jedwards1211/crater
11049248,docker-livingstone,59f707a129fa51fcb891cbe288faa1f738ebda6b,livingstoneonline/livingstone,livingstoneonline/livingstone:dev
110530,quran.com-api,95ca366ab2f351a39beb55218ea6a532045ab3ae,qurandb:v101,qurandb:v102
110530,quran.com-api,9e0d9415e929e889a14ee81f297082e1400fb452,qurandb:v102,quran/quran.com-database:d7480fa
110530,quran.com-api,9e0d9415e929e889a14ee81f297082e1400fb452,quran/quran.com-elasticsearch:5.6.3,quran/quran.com-elasticsearch:d37a1ed
11053934,arches,48af16273d24a6a257bac7e902eb4c3daa39c279,mdillon/postgis:9.6,mdillon/postgis:9.6-alpine
11053934,arches,8afcf0effb1228fb04b4eb2d21a9084ed008d432,elasticsearch:5.2,docker.elastic.co/elasticsearch/elasticsearch:6.6.2
11053934,arches,cc55b690b7c73728f410771682f9650b6e634ef3,docker.elastic.co/elasticsearch/elasticsearch:6.6.2,docker.elastic.co/elasticsearch/elasticsearch:6.7.1
