owner_id, project_name, compose_file_path, version, image_with_tag, image, tag, custom_build
10055364, adaptris.github.io, "docker-compose.yml","3",adaptris.github.io:latest, adaptris.github.io,latest, 1
10055364, interlok, "docs\adr\docker-compose.yml","3.5",interlok_adr:latest, interlok_adr,latest, 1
10056545, missionary-grammars, "docker-compose.yml","2",, ,, 1
10068161, backend, "docker-compose.yml","",mongo:latest, mongo,latest, 
10068161, backend, "docker-compose.yml","",, ,, 1
10070448, webrecorder, "docker-compose.yml","2",, ,, 1
10070448, webrecorder, "docker-compose.yml","2",, ,, 1
10070448, webrecorder, "docker-compose.yml","2",webrecorder/dat-share, webrecorder/dat-share,, 
10070448, webrecorder, "docker-compose.yml","2",, ,, 1
10070448, webrecorder, "docker-compose.yml","2",, ,, 1
10070448, webrecorder, "docker-compose.yml","2",webrecorder/nginx, webrecorder/nginx,, 1
10070448, webrecorder, "docker-compose.yml","2",webrecorder/behaviors:latest, webrecorder/behaviors,latest, 
10070448, webrecorder, "docker-compose.yml","2",oldwebtoday/browser-shepherd, oldwebtoday/browser-shepherd,, 
10070448, webrecorder, "docker-compose.yml","2",, ,, 1
10070448, webrecorder, "docker-compose.yml","2",catatnight/postfix, catatnight/postfix,, 
10070527, animedb, "docker-compose.yml","",python:2.7.12, python,2.7.12, 
10070527, animedb, "docker-compose.yml","",python:2.7.12, python,2.7.12, 
10070527, animedb, "docker-compose.yml","",python:2.7.12, python,2.7.12, 
10070527, animedb, "docker-compose.yml","",, ,, 1
10070527, animedb, "docker-compose.yml","",, ,, 1
10070724, gameon, "docker\docker-compose.yml","2.1",gameontext/gameon-auth:lastgood, gameontext/gameon-auth,lastgood, 
10070724, gameon, "docker\docker-compose.yml","2.1",gameontext/gameon-map:lastgood, gameontext/gameon-map,lastgood, 
10070724, gameon, "docker\docker-compose.yml","2.1",gameontext/gameon-mediator:lastgood, gameontext/gameon-mediator,lastgood, 
10070724, gameon, "docker\docker-compose.yml","2.1",gameontext/gameon-player:lastgood, gameontext/gameon-player,lastgood, 
10070724, gameon, "docker\docker-compose.yml","2.1",gameontext/gameon-proxy:lastgood, gameontext/gameon-proxy,lastgood, 
10070724, gameon, "docker\docker-compose.yml","2.1",gameontext/gameon-room:lastgood, gameontext/gameon-room,lastgood, 
10070724, gameon, "docker\docker-compose.yml","2.1",gameontext/gameon-swagger:lastgood, gameontext/gameon-swagger,lastgood, 
10070724, gameon, "docker\docker-compose.yml","2.1",gameontext/gameon-webapp:lastgood, gameontext/gameon-webapp,lastgood, 
10070724, gameon, "docker\docker-compose.yml","2.1",gameon-util, gameon-util,, 1
10070724, gameon, "docker\docker-compose.yml","2.1",gameontext/go-reactive-sandbox:latest, gameontext/go-reactive-sandbox,latest, 
10070724, gameon, "docker\docker-compose.yml","2.1",redis:alpine, redis,alpine, 
10070724, gameon, "docker\docker-compose.yml","2.1",couchdb:2.2, couchdb,2.2, 
10070724, gameon-sweep, "docker-compose.yml","2.1",, ,, 1
10076716, reservas, "docker-compose.yml","",postgres, postgres,, 
10076716, reservas, "docker-compose.yml","",postgres, postgres,, 
10076716, reservas, "docker-compose.yml","",rabbitmq, rabbitmq,, 
1007812, gcp-service-broker, "vendor\github.com\jinzhu\gorm\docker-compose.yml","3",mysql:latest, mysql,latest, 
1007812, gcp-service-broker, "vendor\github.com\jinzhu\gorm\docker-compose.yml","3",postgres:latest, postgres,latest, 
1007812, gcp-service-broker, "vendor\github.com\jinzhu\gorm\docker-compose.yml","3",mcmoe/mssqldocker:latest, mcmoe/mssqldocker,latest, 
10085246, grim-app, "docker-compose.yml","3",jojolabs/grim-app, jojolabs/grim-app,, 1
10091749, wildfly-py, "docker-compose.yml","",sonatype/nexus:2.13.0-01, sonatype/nexus,2.13.0-01, 
10091749, wildfly-py, "docker-compose.yml","",, ,, 1
10091749, wildfly-py, "docker-compose.yml","",, ,, 1
10091749, wildfly-py, "docker-compose.yml","",, ,, 1
10091749, wildfly-py, "docker-compose.yml","",, ,, 1
100967, zabbix-monitor, "docker-compose.yml","3.5",bhuisgen/alpine-nginx, bhuisgen/alpine-nginx,, 
100967, zabbix-monitor, "docker-compose.yml","3.5",bhuisgen/alpine-zabbix-monitor, bhuisgen/alpine-zabbix-monitor,, 
10101916, getopt, "docker-compose.yml","2.1",typesafety/hackunit:latest, typesafety/hackunit,latest, 1
10101916, migrate, "docker-compose.yml","2.1",mysql:5.6, mysql,5.6, 
10101916, migrate, "docker-compose.yml","2.1",, ,, 1
10101916, package, "docker-compose.yml","2.1",typesafety/hackunit:latest, typesafety/hackunit,latest, 1
10101916, performance, "docker-compose.yml","2.1",typesafety/hackunit:latest, typesafety/hackunit,latest, 1
10101916, process, "docker-compose.yml","2.1",typesafety/hackunit:latest, typesafety/hackunit,latest, 1
10102232, zendframework-center, "docker-compose.yml","",, ,, 1
1010786, roc-eln-docker, "docker-compose.yml","2",docker.io/nginx:1.14-alpine, docker.io/nginx,1.14-alpine, 
1010786, roc-eln-docker, "docker-compose.yml","2",docker.io/couchdb:2.2, docker.io/couchdb,2.2, 
1010786, roc-eln-docker, "docker-compose.yml","2",, ,, 1
1010786, roc-eln-docker, "docker-compose.yml","2",, ,, 1
1010786, roc-eln-docker, "docker-compose.yml","2",docker.io/cheminfo/eln-flavor-builder:v1.1.1, docker.io/cheminfo/eln-flavor-builder,v1.1.1, 
1010786, roc-eln-docker, "docker-compose.yml","2",docker.io/cheminfo/eln-printer-proxy:v1.2.0, docker.io/cheminfo/eln-printer-proxy,v1.2.0, 
101079, rpress, "docker-compose.yml","",ray1ex/rpress, ray1ex/rpress,, 1
10108848, onboarding, "docker-compose.yml","2",, ,, 1
10108848, onboarding, "docker-compose.yml","2",postgres:9.6, postgres,9.6, 
10111081, contact-ukti, "docker-compose.yml","",, ,, 1
10111081, contact-ukti, "docker-compose.yml","",quay.io/ukhomeofficedigital/brpapp-nginx:v0.2.3, quay.io/ukhomeofficedigital/brpapp-nginx,v0.2.3, 
10111081, contact-ukti, "docker-compose.yml","",redis, redis,, 
10117146, cetech, "docker-compose.yml","3",, ,, 1
10117146, cetech, "docker-compose.yml","3",, ,, 1
10117146, cetech, "docker-compose.yml","3",, ,, 1
10117146, cetech, "docker-compose.yml","3",, ,, 1
10118, shopkeep, "docker-compose.yml","3",grafana/grafana, grafana/grafana,, 
10118, shopkeep, "docker-compose.yml","3",prom/prometheus, prom/prometheus,, 
10118, shopkeep, "docker-compose.yml","3",mongo:3.4, mongo,3.4, 
10118, shopkeep, "docker-compose.yml","3",, ,, 1
10118, shopkeep, "docker-compose.yml","3",, ,, 1
10123616, aact2, "docker-compose.yml","2",, ,, 1
10123616, aact2, "docker-compose.yml","2",, ,, 1
10123616, aact2, "docker-compose.yml","2",redis, redis,, 
10126402, website, "docker-compose.yml","3.2",postgres:9.5, postgres,9.5, 
10126402, website, "docker-compose.yml","3.2",redis:latest, redis,latest, 
10126402, website, "docker-compose.yml","3.2",, ,, 1
10126402, website, "docker-compose.yml","3.2",, ,, 1
10127740, ms-files, "test\docker-compose.yml","2",makeomatic/redis-cluster:3.2.9, makeomatic/redis-cluster,3.2.9, 
10127740, ms-files, "test\docker-compose.yml","2",makeomatic/rabbitmq:3.6.12, makeomatic/rabbitmq,3.6.12, 
10127740, ms-files, "test\docker-compose.yml","2",makeomatic/node:10.15.3-tester, makeomatic/node,10.15.3-tester, 
10127740, ms-payments, "test\docker-compose.yml","2",makeomatic/redis-cluster:3.2.9, makeomatic/redis-cluster,3.2.9, 
10127740, ms-payments, "test\docker-compose.yml","2",makeomatic/rabbitmq:3.6.12, makeomatic/rabbitmq,3.6.12, 
10127740, ms-payments, "test\docker-compose.yml","2",makeomatic/ms-users, makeomatic/ms-users,, 
10127740, ms-payments, "test\docker-compose.yml","2",makeomatic/node:10.15.3-chrome-tester, makeomatic/node,10.15.3-chrome-tester, 
10128916, atlas, "docker-compose.yml","3.5",, ,, 1
10128916, atlas, "docker-compose.yml","3.5",, ,, 1
10128916, atlas, "docker-compose.yml","3.5",, ,, 1
10128916, atlas, "docker-compose.yml","3.5",repo.data.amsterdam.nl/datapunt/atlas-health-checks:latest, repo.data.amsterdam.nl/datapunt/atlas-health-checks,latest, 
10128916, bgt, ".jenkins\docker-compose.yml","2.1",, ,, 1
10134576, dianne, "docker-compose.yml","3",dianne:latest, dianne,latest, 
10134576, dianne, "docker-compose.yml","3",dianne/kuka:latest, dianne/kuka,latest, 
10134576, dianne, "docker-compose.yml","3",dianne:latest, dianne,latest, 
101462, simple-mvn-project, "docker-compose.yml","2",dhinojosa/java8-jenkins-maven-git-vim, dhinojosa/java8-jenkins-maven-git-vim,, 
10150186, zentral, "docker-compose.yml","2",postgres:11, postgres,11, 
10150186, zentral, "docker-compose.yml","2",docker.elastic.co/elasticsearch/elasticsearch-oss:6.6.1, docker.elastic.co/elasticsearch/elasticsearch-oss,6.6.1, 
10150186, zentral, "docker-compose.yml","2",rabbitmq:3, rabbitmq,3, 
10150186, zentral, "docker-compose.yml","2",, ,, 1
10150186, zentral, "docker-compose.yml","2",nginx:stable, nginx,stable, 
10157564, virtuoso-quad-log, "docker-compose.yml","2",clariah/virtuoso-quad-log, clariah/virtuoso-quad-log,, 1
10157564, virtuoso-quad-log, "docker-compose.yml","2",clariah/graph-splitter, clariah/graph-splitter,, 1
10157564, virtuoso-quad-log, "docker-compose.yml","2",clariah/resourcesync-generator, clariah/resourcesync-generator,, 1
10157564, virtuoso-quad-log, "docker-compose.yml","2",nginx, nginx,, 
10162, osrc, "docker-compose.yml","2",, ,, 1
10162, osrc, "docker-compose.yml","2",postgres:9.6, postgres,9.6, 
10162, osrc, "docker-compose.yml","2",redis:3.2, redis,3.2, 
10179915, dashboard, "docker-compose.yml","",, ,, 1
10182, dock-cli, "spec\fixtures\docker-compose.yml","",, ,, 1
10182, dock-cli, "spec\fixtures\docker-compose.yml","",, ,, 1
10182, dock-cli, "spec\fixtures\docker-compose.yml","",, ,, 1
10182, dock-cli, "spec\fixtures\docker-compose.yml","",mysql, mysql,, 
10185529, delta, "docker-compose.yml","3.3",flowcommerce/delta-postgresql:latest, flowcommerce/delta-postgresql,latest, 
10185529, solidus, "docker-compose.yml","2",flowdocker/solidus:0.2.0, flowdocker/solidus,0.2.0, 1
10193576, dbs-back, "docker-compose.yml","2",orihoch/mojp-dbs-back, orihoch/mojp-dbs-back,, 1
10193576, dbs-back, "docker-compose.yml","2",tianon/true, tianon/true,, 
10193576, dbs-back, "docker-compose.yml","2",, ,, 1
10193576, dbs-back, "docker-compose.yml","2",, ,, 1
10193576, dbs-back, "docker-compose.yml","2",, ,, 1
10193576, dbs-front, "docker-compose.yml","3.2",orihoch/mojp-dbs-front, orihoch/mojp-dbs-front,, 1
101992, assetpicker, "docker-compose.yml","2",nginx, nginx,, 
101992, assetpicker, "docker-compose.yml","2",, ,, 1
101992, timetracker, "docker-compose.yml","3.5",netresearch/timetracker, netresearch/timetracker,, 1
101992, timetracker, "docker-compose.yml","3.5",nginx:alpine, nginx,alpine, 
101992, timetracker, "docker-compose.yml","3.5",mariadb, mariadb,, 
1020396, tallerII, "SharedServer\docker-compose.yml","",postgres, postgres,, 
1020396, tallerII, "SharedServer\docker-compose.yml","",, ,, 1
10222333, hack-cambridge-website, "docker-compose.yml","2",postgres:9.6-alpine, postgres,9.6-alpine, 
1022450, electricitymap, "docker-compose.yml","3.5",, ,, 1
1022450, electricitymap, "docker-compose.yml","3.5",, ,, 1
10225701, ifsc-rest-api, "docker-compose.yml","2",techm/bankapis:v0.0.3, techm/bankapis,v0.0.3, 
10231408, qas, "mingi-service\docker-compose.yml","3.3",oxaoo/mingi-service:0.2.0, oxaoo/mingi-service,0.2.0, 1
10247492, opendlv.carolocup, "usecases\example\docker-compose.yml","2",, ,, 1
10247492, opendlv.carolocup, "usecases\example\docker-compose.yml","2",, ,, 1
10266959, cora-therest, "docker\docker-compose.yml","2",, ,, 1
1027410, vhm, "client\docker-compose.yml","2",, ,, 1
102794, folder-ui, "docker-compose.yml","2",mongo, mongo,, 
102794, folder-ui, "docker-compose.yml","2",, ,, 1
102794, folder-ui, "docker-compose.yml","2",binocarlos/passport-service, binocarlos/passport-service,, 
10287804, spring-angular2-starter, "docker-compose.yml","2",spring-ng2-starter/shardis-config, spring-ng2-starter/shardis-config,, 
10287804, spring-angular2-starter, "docker-compose.yml","2",spring-ng2-starter/shardis-discovery, spring-ng2-starter/shardis-discovery,, 
10287804, spring-angular2-starter, "docker-compose.yml","2",spring-ng2-starter/shardis-api, spring-ng2-starter/shardis-api,, 
10287804, spring-angular2-starter, "docker-compose.yml","2",spring-ng2-starter/shardis-auth, spring-ng2-starter/shardis-auth,, 
10287804, spring-angular2-starter, "docker-compose.yml","2",spring-ng2-starter/shardis-ui, spring-ng2-starter/shardis-ui,, 
10287804, spring-angular2-starter, "docker-compose.yml","2",spring-ng2-starter/shardis-gateway, spring-ng2-starter/shardis-gateway,, 
10287804, spring-angular2-starter, "docker-compose.yml","2",spring-ng2-starter/shardis-admin, spring-ng2-starter/shardis-admin,, 
10295319, dpla-service-hub, "docker-compose.yml","",, ,, 1
10295319, dpla-service-hub, "docker-compose.yml","",jermnelson/semantic-server-core:dev, jermnelson/semantic-server-core,dev, 
10295319, dpla-service-hub, "docker-compose.yml","",, ,, 1
10305399, kafka-metrics, "docker-compose.yml","2",influxdb:1.5.3, influxdb,1.5.3, 
10305399, kafka-metrics, "docker-compose.yml","2",grafana/grafana:5.1.0, grafana/grafana,5.1.0, 
10311259, assistance-platform-server, "deployment\docker\docker-compose.yml","",postgres, postgres,, 
10311259, assistance-platform-server, "deployment\docker\docker-compose.yml","",webcenter/activemq, webcenter/activemq,, 
10311259, assistance-platform-server, "deployment\docker\docker-compose.yml","",cassandra, cassandra,, 
10311259, assistance-platform-server, "deployment\docker\docker-compose.yml","",jwilder/nginx-proxy, jwilder/nginx-proxy,, 
10311259, assistance-platform-server, "deployment\docker\docker-compose.yml","",m156/assistance-platform-service, m156/assistance-platform-service,, 
1031471, propeller.mvc, "src\Framework\PropellerLogger\DockerCompose\docker-compose.yml","2.1",galtrold/propellerlogger, galtrold/propellerlogger,, 
1031887, milton, "docker-compose.yml","3.1",, ,, 1
10322617, dwoo, "docker-compose.yml","2",splitbrain/phpfarm:jessie, splitbrain/phpfarm,jessie, 
10345831, go, "monitoring\elastic\docker-compose.yml","3",docker.elastic.co/elasticsearch/elasticsearch:6.6.0, docker.elastic.co/elasticsearch/elasticsearch,6.6.0, 
10345831, go, "monitoring\elastic\docker-compose.yml","3",docker.elastic.co/kibana/kibana:6.6.0, docker.elastic.co/kibana/kibana,6.6.0, 
10345831, go, "monitoring\elastic\docker-compose.yml","3",docker.elastic.co/apm/apm-server:6.6.0, docker.elastic.co/apm/apm-server,6.6.0, 
10348350, mygrades-server, "docker\docker-compose.yml","3",jwilder/nginx-proxy:alpine, jwilder/nginx-proxy,alpine, 
10348350, mygrades-server, "docker\docker-compose.yml","3",jrcs/letsencrypt-nginx-proxy-companion, jrcs/letsencrypt-nginx-proxy-companion,, 
10348350, mygrades-server, "docker\docker-compose.yml","3",, ,, 1
10348350, mygrades-server, "docker\docker-compose.yml","3",, ,, 1
10348350, mygrades-server, "docker\docker-compose.yml","3",mysql:5.7, mysql,5.7, 
10348350, mygrades-server, "docker\docker-compose.yml","3",phpmyadmin/phpmyadmin, phpmyadmin/phpmyadmin,, 
10352544, BetterBackPacking, "docker-compose.yml","",, ,, 1
10352544, BetterBackPacking, "docker-compose.yml","",mongo:latest, mongo,latest, 
10365165, mondedie-chat, "docker-compose.yml","",mondedie/mondedie-chat, mondedie/mondedie-chat,, 
10365165, mondedie-chat, "docker-compose.yml","",redis:3.2-alpine, redis,3.2-alpine, 
10365165, mondedie-chat, "docker-compose.yml","",boring-nginx, boring-nginx,, 
103654, popit_ng, "docker-compose.yml","2",sinar/data, sinar/data,, 1
103654, popit_ng, "docker-compose.yml","2",sinar/postgres, sinar/postgres,, 1
103654, popit_ng, "docker-compose.yml","2",sinar/elastic, sinar/elastic,, 1
103654, popit_ng, "docker-compose.yml","2",sinar/popit_ng, sinar/popit_ng,, 1
10369230, popcode, "docker-compose.yml","3.7",, ,, 1
10373057, webtester2-core, "docker-compose.yml","",selenium/hub:3.14, selenium/hub,3.14, 
10373057, webtester2-core, "docker-compose.yml","",selenium/node-firefox:3.14, selenium/node-firefox,3.14, 
10373057, webtester2-core, "docker-compose.yml","",selenium/node-firefox:3.14, selenium/node-firefox,3.14, 
10373057, webtester2-core, "docker-compose.yml","",selenium/node-chrome:3.14, selenium/node-chrome,3.14, 
10373057, webtester2-core, "docker-compose.yml","",selenium/node-chrome:3.14, selenium/node-chrome,3.14, 
10373931, android, "docker-compose.yml","",, ,, 1
10373931, android-ndk, "docker-compose.yml","",, ,, 1
10373931, bitrise-base, "docker-compose.yml","",, ,, 1
103751, router, "docker-compose.yml","3",, ,, 1
10380049, softwarecraftsmanshipgc.github.io, "docker-compose.yml","3.4",python:3.7.1-alpine3.8, python,3.7.1-alpine3.8, 
10394716, api-gateway, "docker-compose.yml","2",mhart/alpine-node:6, mhart/alpine-node,6, 
10394716, api-gateway, "docker-compose.yml","2",sameersbn/postgresql:9.6-2, sameersbn/postgresql,9.6-2, 
10394716, api-gateway, "docker-compose.yml","2",greyarch/rethinkdb, greyarch/rethinkdb,, 
10394716, api-gateway, "docker-compose.yml","2",library/rabbitmq:3.6-management-alpine, library/rabbitmq,3.6-management-alpine, 
10395724, DomeGIS, "docker-compose.yml","2",, ,, 1
10395724, DomeGIS, "docker-compose.yml","2",redis:3.2, redis,3.2, 
10395724, DomeGIS, "docker-compose.yml","2",, ,, 1
10396700, website, "docker-compose.yml","2",, ,, 1
10396700, website, "docker-compose.yml","2",mongo, mongo,, 
103974, AlertaDengue, "docker-compose.yml","2",memcached:latest, memcached,latest, 
103974, AlertaDengue, "docker-compose.yml","2",, ,, 1
103974, AlertaDengue, "docker-compose.yml","2",rabbitmq:3, rabbitmq,3, 
103974, AlertaDengue, "docker-compose.yml","2",, ,, 1
103974, AlertaDengue, "docker-compose.yml","2",, ,, 1
10407261, WEbDev2_Projekt, "vendor\codeception\codeception\tests\docker-compose.yml","2",testing/codeception/codeception, testing/codeception/codeception,, 1
1041270, FabScanPi-Build-Raspbian, "docker-compose.yml","2",sameersbn/apt-cacher-ng:latest, sameersbn/apt-cacher-ng,latest, 
10414069, mapping-slc, "docker-compose.yml","",, ,, 1
10414069, mapping-slc, "docker-compose.yml","",mongo:3.2, mongo,3.2, 
10426327, jenca-authentication, "docker-compose.yml","",, ,, 1
10426327, jenca-authentication, "docker-compose.yml","",, ,, 1
10438149, dockerfiles, "docker-compose\docker-compose.yml","3.6",mysql:5, mysql,5, 
10438149, dockerfiles, "docker-compose\docker-compose.yml","3.6",invoiceninja/invoiceninja, invoiceninja/invoiceninja,, 
10438149, dockerfiles, "docker-compose\docker-compose.yml","3.6",nginx:1, nginx,1, 
10438149, dockerfiles, "docker-compose\docker-compose.yml","3.6",invoiceninja/invoiceninja, invoiceninja/invoiceninja,, 
10439984, oms-neo-core, "docker\docker-compose.yml","3.2",aegee/omscore:dev, aegee/omscore,dev, 1
10439984, oms-neo-core, "docker\docker-compose.yml","3.2",aegee/php-fpm:dev, aegee/php-fpm,dev, 1
10439984, oms-neo-core, "docker\docker-compose.yml","3.2",aegee/omscore-nginx:dev, aegee/omscore-nginx,dev, 1
10439984, oms-neo-core, "docker\docker-compose.yml","3.2",postgres:10.0, postgres,10.0, 
10445424, easytp, "docker-compose.yml","2",nginx:alpine, nginx,alpine, 
10445424, easytp, "docker-compose.yml","2",registry.cn-hangzhou.aliyuncs.com/wangdong/php:5.6, registry.cn-hangzhou.aliyuncs.com/wangdong/php,5.6, 
10445424, easytp, "docker-compose.yml","2",mysql:5.5, mysql,5.5, 
10445424, easytp, "docker-compose.yml","2",redis:alpine, redis,alpine, 
10456602, osm2vectortiles, "docker-compose.yml","",tianon/true, tianon/true,, 
10456602, osm2vectortiles, "docker-compose.yml","",tianon/true, tianon/true,, 
10456602, osm2vectortiles, "docker-compose.yml","",tianon/true, tianon/true,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/postgis, osm2vectortiles/postgis,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/import-osm, osm2vectortiles/import-osm,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/import-osm, osm2vectortiles/import-osm,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/import-osm, osm2vectortiles/import-osm,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/import-osm, osm2vectortiles/import-osm,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/import-external, osm2vectortiles/import-external,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/import-external, osm2vectortiles/import-external,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/import-external, osm2vectortiles/import-external,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/import-external, osm2vectortiles/import-external,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/changed-tiles, osm2vectortiles/changed-tiles,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/generate-jobs, osm2vectortiles/generate-jobs,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/generate-jobs, osm2vectortiles/generate-jobs,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/merge-jobs, osm2vectortiles/merge-jobs,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/export, osm2vectortiles/export,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/export, osm2vectortiles/export,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/export, osm2vectortiles/export,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/import-sql, osm2vectortiles/import-sql,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/mapbox-studio, osm2vectortiles/mapbox-studio,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/rabbitmq:management, osm2vectortiles/rabbitmq,management, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/create-extracts, osm2vectortiles/create-extracts,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/compare-visual, osm2vectortiles/compare-visual,, 
10456602, osm2vectortiles, "docker-compose.yml","",osm2vectortiles/mapping-qa-report, osm2vectortiles/mapping-qa-report,, 
10463597, docker-mailserver, "docker-compose.yml","2",quay.io/instrumentisto/postfix, quay.io/instrumentisto/postfix,, 
10463597, docker-mailserver, "docker-compose.yml","2",quay.io/instrumentisto/dovecot, quay.io/instrumentisto/dovecot,, 
10463597, docker-mailserver, "docker-compose.yml","2",quay.io/instrumentisto/amavis, quay.io/instrumentisto/amavis,, 
10463597, docker-mailserver, "docker-compose.yml","2",quay.io/instrumentisto/clamav, quay.io/instrumentisto/clamav,, 
10463597, docker-mailserver, "docker-compose.yml","2",quay.io/instrumentisto/opendkim, quay.io/instrumentisto/opendkim,, 
10463597, docker-mailserver, "docker-compose.yml","2",quay.io/instrumentisto/opendmarc, quay.io/instrumentisto/opendmarc,, 
10463597, docker-mailserver, "docker-compose.yml","2",quay.io/instrumentisto/smf-spf, quay.io/instrumentisto/smf-spf,, 
10463597, docker-mailserver, "docker-compose.yml","2",quay.io/instrumentisto/roundcube, quay.io/instrumentisto/roundcube,, 
10463597, docker-mailserver, "docker-compose.yml","2",nginx:stable-alpine, nginx,stable-alpine, 
10477219, ndoh-hub, "docker-compose.yml","3",postgres:alpine, postgres,alpine, 
10477219, ndoh-hub, "docker-compose.yml","3",rabbitmq:alpine, rabbitmq,alpine, 
10477219, ndoh-hub, "docker-compose.yml","3",ndoh-hub, ndoh-hub,, 1
10477219, ndoh-hub, "docker-compose.yml","3",ndoh-hub, ndoh-hub,, 
10480885, kushki-android, "docker-compose.yml","2",, ,, 1
10489561, heizfabrik, "docker-compose.yml","",, ,, 1
10489561, heizfabrik, "docker-compose.yml","",corbinu/docker-phpmyadmin, corbinu/docker-phpmyadmin,, 
10489561, heizfabrik, "docker-compose.yml","",mariadb, mariadb,, 
1050310, traveler, "docker-compose.yml","3",, ,, 1
10503384, liBlog, "docker-compose.yml","2",mysql:5.7.4, mysql,5.7.4, 
10503384, liBlog, "docker-compose.yml","2",, ,, 1
10503384, liBlog, "docker-compose.yml","2",nginx:1.13.0, nginx,1.13.0, 
10503551, JTango, "docker-compose.yml","2",tangocs/mysql:9.2.2, tangocs/mysql,9.2.2, 
10503551, JTango, "docker-compose.yml","2",tangocs/tango-cs:9, tangocs/tango-cs,9, 
10511967, oss-dashboard, "docker-compose.yml","3",postgres:alpine, postgres,alpine, 
10511967, oss-dashboard, "docker-compose.yml","3",, ,, 1
10524560, athensreport.org, "docker-compose.yml","3.1",mariadb:5.5, mariadb,5.5, 
10524560, athensreport.org, "docker-compose.yml","3.1",, ,, 1
10525954, devstack, "docker-compose.yml","2",dockette/devstack:apache, dockette/devstack,apache, 
10525954, devstack, "docker-compose.yml","2",dockette/devstack:php72-fpm, dockette/devstack,php72-fpm, 
10525954, devstack, "docker-compose.yml","2",dockette/adminer:dg, dockette/adminer,dg, 
