changed_feature,status,commit_hash,,comment,,persistdataintohost,sharing between component,sharing host data with container,unkown
volumes,iterable_item_added,487dcbdcc7f26cb6287ae5784bd693a03f08114e,https://github.com/search?q=487dcbdcc7f26cb6287ae5784bd693a03f08114e&type=Commits,unknown,,,,1 (dependencies),
image,dictionary_item_removed,190872183244f407fb4ae8343702138ccfa80f5d,https://github.com/search?q=190872183244f407fb4ae8343702138ccfa80f5d&type=Commits,unknown,,,,,
volumes,values_changed,71d2edc17c31776f4d3b0cff56525e860de9821d,https://github.com/search?q=71d2edc17c31776f4d3b0cff56525e860de9821d&type=Commits,unknown,,,,,
image,values_changed,2713f44d45cee0f9199292c385c6a329eb08647e,https://github.com/search?q=2713f44d45cee0f9199292c385c6a329eb08647e&type=Commits,unknown,,,,,
image,values_changed,1a3a33c877fb81f89849d53f3b8dd0091e98bfc0,https://github.com/search?q=1a3a33c877fb81f89849d53f3b8dd0091e98bfc0&type=Commits,unknown,,,,,
volumes,values_changed,9348010f25ffa6d310a92f8c6f61c2700da6aaef,https://github.com/search?q=9348010f25ffa6d310a92f8c6f61c2700da6aaef&type=Commits,unknown,,,,,
volumes,values_changed,5d98577c364478ff277804c9f629f912e703b3b9,https://github.com/search?q=5d98577c364478ff277804c9f629f912e703b3b9&type=Commits,unknown,,,,,
image,values_changed,4f43c4040ec850ef3e31319675d20e1ddd759524,https://github.com/search?q=4f43c4040ec850ef3e31319675d20e1ddd759524&type=Commits,unknown,,,,,
image,values_changed,d0d91d64922747d523d48506e2e3f722b98f0937,https://github.com/search?q=d0d91d64922747d523d48506e2e3f722b98f0937&type=Commits,unknown,,,,,
volumes,values_changed,1a846d25ee13880ccba5daadc14bcb41a9f2ee43,https://github.com/search?q=1a846d25ee13880ccba5daadc14bcb41a9f2ee43&type=Commits,making the container data readonly,,,,,
image,values_changed,19afb890869d223790acafe7b9723d38b29dbfd5,https://github.com/search?q=19afb890869d223790acafe7b9723d38b29dbfd5&type=Commits,update docker image to match release number,,,,,
image,values_changed,3d040e94f26c58c0faee81e472d6b60cb2025e30,https://github.com/search?q=3d040e94f26c58c0faee81e472d6b60cb2025e30&type=Commits,unknown,,,,,
image,values_changed,e3266a1684affcebe462f80e69e69c228c6d0575,https://github.com/search?q=e3266a1684affcebe462f80e69e69c228c6d0575&type=Commits,unknown,,,,,
volumes,iterable_item_added,c4bcd7c00e17431257194150350dfcd13c97e758,https://github.com/search?q=c4bcd7c00e17431257194150350dfcd13c97e758&type=Commits,unknown,,1,,,
image,values_changed,76b6f0e2d7af5e9d9af074e420b2619dee50f623,https://github.com/search?q=76b6f0e2d7af5e9d9af074e420b2619dee50f623&type=Commits,unknown,,,,,
volumes,values_changed,d8f8372f95659faa81497c73205e7db1ff7b35a5,https://github.com/search?q=d8f8372f95659faa81497c73205e7db1ff7b35a5&type=Commits,unknown,,,,,
volumes,iterable_item_added,7e5ba170816877d08498ba42abfdc82274ba4630,https://github.com/search?q=7e5ba170816877d08498ba42abfdc82274ba4630&type=Commits,sharing resource inside container,,,,1 (linter files),
volumes,values_changed,1f6d94d095c61f6ae0b315760c26a8d92c14e1c4,https://github.com/search?q=1f6d94d095c61f6ae0b315760c26a8d92c14e1c4&type=Commits,unknown,,,,,
volumes,values_changed,2a0cf0cb21b3e9d769c2646047cf1186712eaac1,https://github.com/search?q=2a0cf0cb21b3e9d769c2646047cf1186712eaac1&type=Commits,restoring the container status,,,,,
volumes,values_changed,df7518fb1b9ca1706ba13ca389d741117531fa05,https://github.com/search?q=df7518fb1b9ca1706ba13ca389d741117531fa05&type=Commits,refactoring the directory tructure,,,,,
volumes,iterable_item_removed,593f88b5298fe17646d7fbca8b785e50ca33bcf6,https://github.com/search?q=593f88b5298fe17646d7fbca8b785e50ca33bcf6&type=Commits,volumes replaced by tmpfs for temporary storage,,,,,
image,dictionary_item_added,b31e0bca355d90b1430f6753db25e147cc6fb71d,https://github.com/search?q=b31e0bca355d90b1430f6753db25e147cc6fb71d&type=Commits,specifying the name of the image,,,,,
volumes,values_changed,69d4671b5346671d9ded14d48b2ee1549ff86bf7,https://github.com/search?q=69d4671b5346671d9ded14d48b2ee1549ff86bf7&type=Commits,added named volumes to avoid randomly named volumes,,,,,
volumes,iterable_item_added,1e767c7c931c263bc0a6f8c06e4ffd60fb9fd255,https://github.com/search?q=1e767c7c931c263bc0a6f8c06e4ffd60fb9fd255&type=Commits,unknown,,,,,1
volumes,values_changed,df948871655f883f6e608601be446bcb60bcbf49,https://github.com/search?q=df948871655f883f6e608601be446bcb60bcbf49&type=Commits,fixed issue of not specifying the path of the container for the volume mapping,,,,,
image,dictionary_item_removed,76a8905a6e40e9b907f17a030696f052248679f6,https://github.com/search?q=76a8905a6e40e9b907f17a030696f052248679f6&type=Commits,using custom built image to avoid using official image with missing feature,,,,,
volumes,dictionary_item_added,6f5d65e975a3281556a59380d57b4e1b1c0e6023,https://github.com/search?q=6f5d65e975a3281556a59380d57b4e1b1c0e6023&type=Commits,to make the data persistent,,1,,,
image,values_changed,87fee12d6cd1ab3e9ddad3ef4aa452deebec0262,https://github.com/search?q=87fee12d6cd1ab3e9ddad3ef4aa452deebec0262&type=Commits,unknown,,,,,
image,values_changed,f9144c086d562dfbcdfff3deb927b6304a9bfb1d,https://github.com/search?q=f9144c086d562dfbcdfff3deb927b6304a9bfb1d&type=Commits,unknown,,,,,
volumes,dictionary_item_added,c123293f7026d9177dd39d16de906301f81d2b1c,https://github.com/search?q=c123293f7026d9177dd39d16de906301f81d2b1c&type=Commits,unknown,,,,,1
image,values_changed,f572c9dd340b82c86589b13830bb827623eb5006,https://github.com/search?q=f572c9dd340b82c86589b13830bb827623eb5006&type=Commits,unknown,,,,,
image,values_changed,775c5b8c842befcb420f657673e9a678d87585f0,https://github.com/search?q=775c5b8c842befcb420f657673e9a678d87585f0&type=Commits,to keep data persistent,,,,,
image,values_changed,5262d9e801818f8a8ef142c774cfc51644724254,https://github.com/search?q=5262d9e801818f8a8ef142c774cfc51644724254&type=Commits,unknown,,,,,
volumes,iterable_item_added,1f089b66ee1fa5966ea7887e76bf2bae9cc1148e,https://github.com/search?q=1f089b66ee1fa5966ea7887e76bf2bae9cc1148e&type=Commits,added etc/local in ro mode to pass the time,,,,1 (localtime),
volumes,dictionary_item_removed,48dad430e160de71a717a12f7727ded400f2b058,https://github.com/search?q=48dad430e160de71a717a12f7727ded400f2b058&type=Commits,unknown,,,,,
volumes,values_changed,681fb038735512172f65fc2ffff6751d2356f8f6,https://github.com/search?q=681fb038735512172f65fc2ffff6751d2356f8f6&type=Commits,unknown,,,,,
image,dictionary_item_added,08338a9fa7f268209fe54390fcd27f24dbe3e4fd,https://github.com/search?q=08338a9fa7f268209fe54390fcd27f24dbe3e4fd&type=Commits,unknown,,,,,
image,dictionary_item_removed,500f7752f1a179fee8e0ce678732444d414bdeb3,https://github.com/search?q=500f7752f1a179fee8e0ce678732444d414bdeb3&type=Commits,unknown,,,,,
image,values_changed,5729dbea664413f67e4369e66928601c144829d4,https://github.com/search?q=5729dbea664413f67e4369e66928601c144829d4&type=Commits,version pinned from latest,,,,,
volumes,dictionary_item_added,67a2ad87e6500961167e1a682ccee58edf1a0359,https://github.com/search?q=67a2ad87e6500961167e1a682ccee58edf1a0359&type=Commits,unknown,,1 (cache),,,
volumes,iterable_item_added,1da4aeab80a20fad7e662907345aee3298fa8d1f,https://github.com/search?q=1da4aeab80a20fad7e662907345aee3298fa8d1f&type=Commits,unknown,,,,,1
volumes,values_changed,d4ae90f5ad236a431dff4e563f4fffe26488e706,https://github.com/search?q=d4ae90f5ad236a431dff4e563f4fffe26488e706&type=Commits,unknown,,,,,
volumes,values_changed,71c6cbdfe9d177674a4a3a4db71b0c29d103cd24,https://github.com/search?q=71c6cbdfe9d177674a4a3a4db71b0c29d103cd24&type=Commits,"cleanup, removed duplicate resources",,,,,
volumes,values_changed,a8d3c1914336a27c0a435cc93c8d8e5e7ae30412,https://github.com/search?q=a8d3c1914336a27c0a435cc93c8d8e5e7ae30412&type=Commits,refactor,,,,,
volumes,values_changed,9f1a61ebccfe630a65d675675d1197899a487cf9,https://github.com/search?q=9f1a61ebccfe630a65d675675d1197899a487cf9&type=Commits,unknown,,,,,
image,values_changed,273c75ed165dbff06b3fa3a171cc6f77a44ccb70,https://github.com/search?q=273c75ed165dbff06b3fa3a171cc6f77a44ccb70&type=Commits,version pinned issue resolution,,,,,
volumes,iterable_item_added,25c7a79b4e368ed44f3051ca2a97e05c4f5dd33f,https://github.com/search?q=25c7a79b4e368ed44f3051ca2a97e05c4f5dd33f&type=Commits,sharing configuration with the container,,,,1(ssl),
volumes,values_changed,dd57ffa751d68896527c24b18ffb025917163179,https://github.com/search?q=dd57ffa751d68896527c24b18ffb025917163179&type=Commits,unknown,,,,,
image,values_changed,91e6994445c7730dd50d7e74f1fecc797e4d56bb,https://github.com/search?q=91e6994445c7730dd50d7e74f1fecc797e4d56bb&type=Commits,unknown,,,,,
volumes,dictionary_item_added,a6efdc020aaea9ac882b760bbe67e828d8fce322,https://github.com/search?q=a6efdc020aaea9ac882b760bbe67e828d8fce322&type=Commits,unknown,,1,,,
volumes,iterable_item_added,e342b3c131d5c406926cbf3f629d75bac553eb75,https://github.com/search?q=e342b3c131d5c406926cbf3f629d75bac553eb75&type=Commits,data persistency,,1,,1 (conf),
volumes,dictionary_item_added,61683ef6b21a8f8d67751c8882e31905f994b313,https://github.com/search?q=61683ef6b21a8f8d67751c8882e31905f994b313&type=Commits,sharing volumes among different containers,,,1,,
image,values_changed,0fb2dfc265449a03ab9e40cc1311a5e11e3c509f,https://github.com/search?q=0fb2dfc265449a03ab9e40cc1311a5e11e3c509f&type=Commits,unknown,,,,,
image,values_changed,a48d00aa3ae1b1eab3eb1ae310e1134615b22fc7,https://github.com/search?q=a48d00aa3ae1b1eab3eb1ae310e1134615b22fc7&type=Commits,version pinned issue resolution,,,,,
image,values_changed,b552778fe78f2c1843767dcd35354bc0557785a3,https://github.com/search?q=b552778fe78f2c1843767dcd35354bc0557785a3&type=Commits,update the version of the image to match the release number,,,,,
volumes,dictionary_item_added,ec721113148fe46baedee414960377b770a082db,https://github.com/search?q=ec721113148fe46baedee414960377b770a082db&type=Commits,unknown,,,1,,
volumes,dictionary_item_removed,d525bfd04703af42db2ca28d654e14548cb28f74,https://github.com/search?q=d525bfd04703af42db2ca28d654e14548cb28f74&type=Commits,unknown,,,,,
volumes,values_changed,47cae97280140f0b783dfd59c1bc5dcff9977ee4,https://github.com/search?q=47cae97280140f0b783dfd59c1bc5dcff9977ee4&type=Commits,unknown,,,,,
image,values_changed,4acd971627d994de28b2032883b78217d37af174,https://github.com/search?q=4acd971627d994de28b2032883b78217d37af174&type=Commits,update the version of the image to match the release number,,,,,
volumes,dictionary_item_added,1c2d65cec7878915584bf382e216f2db6bff0432,https://github.com/search?q=1c2d65cec7878915584bf382e216f2db6bff0432&type=Commits,data persistency,,1,,,
volumes,values_changed,cbcd8542f10728f1377e6ff01ab4012f98e1f60e,https://github.com/search?q=cbcd8542f10728f1377e6ff01ab4012f98e1f60e&type=Commits,refactor,,,,,
image,values_changed,b27fad6f1d84a6c61790bfdc37c99f319b30adeb,https://github.com/search?q=b27fad6f1d84a6c61790bfdc37c99f319b30adeb&type=Commits,image with additional feature added,,,,,
volumes,iterable_item_added,116962abc6437c35056f3fb4c9c0a66fca6c2790,https://github.com/search?q=116962abc6437c35056f3fb4c9c0a66fca6c2790&type=Commits,cleanuo,,,,1 (important case),
volumes,dictionary_item_added,affccaaf823e4caf45ab82119b6e46ab8a3dea0d,https://github.com/search?q=affccaaf823e4caf45ab82119b6e46ab8a3dea0d&type=Commits,sharing configuration with the container,,,,1 (config),
volumes,dictionary_item_removed,4cb23cee65e0b8dfe64064bd926fae7c5c71f487,https://github.com/search?q=4cb23cee65e0b8dfe64064bd926fae7c5c71f487&type=Commits,unknown,,,,,
image,values_changed,a23731c6c5a98efb22768597554a2d9b37d995da,https://github.com/search?q=a23731c6c5a98efb22768597554a2d9b37d995da&type=Commits,unknown,,,,,
volumes,dictionary_item_added,0ccfeaeefce23412d25bc2ad0016574e35a10850,https://github.com/search?q=0ccfeaeefce23412d25bc2ad0016574e35a10850&type=Commits,unknown,,1,,,
image,dictionary_item_added,aae21b1eb16a589d10fa9213a0892aad7d7c20a5,https://github.com/search?q=aae21b1eb16a589d10fa9213a0892aad7d7c20a5&type=Commits,unknown,,,,,
volumes,iterable_item_added,36d4c57a272e45d455b57eacf88afd4e46ece112,https://github.com/search?q=36d4c57a272e45d455b57eacf88afd4e46ece112&type=Commits,unknown,,,,,1
image,values_changed,1f87324aa1624934d320e020c1c47db9e38adf1d,https://github.com/search?q=1f87324aa1624934d320e020c1c47db9e38adf1d&type=Commits,use a different image for other feature,,,,,
volumes,dictionary_item_added,7c081d68f27ebc99a97a8384a35bd5e2fa704bb7,https://github.com/search?q=7c081d68f27ebc99a97a8384a35bd5e2fa704bb7&type=Commits,unknown,,,,,1
volumes,dictionary_item_removed,897776fbb5ccc1164f9bfed46f8c2c38d2623065,https://github.com/search?q=897776fbb5ccc1164f9bfed46f8c2c38d2623065&type=Commits,removing persistency,,,,,
image,dictionary_item_removed,ee5e1295db2ea727251ecd657c1bf1395f7fad7e,https://github.com/search?q=ee5e1295db2ea727251ecd657c1bf1395f7fad7e&type=Commits,unknown,,,,,
image,values_changed,9f71c814f0d054651c32a0a62a4347156bafe6e6,https://github.com/search?q=9f71c814f0d054651c32a0a62a4347156bafe6e6&type=Commits,unknown,,,,,
image,values_changed,ae820275d721e80f46b99fd82ed61899a6fa7405,https://github.com/search?q=ae820275d721e80f46b99fd82ed61899a6fa7405&type=Commits,version pinned issue resolution,,,,,
image,values_changed,361a302146cd58633f73ef50aa8487d24cfaa5e4,https://github.com/search?q=361a302146cd58633f73ef50aa8487d24cfaa5e4&type=Commits,unknown,,,,,
image,values_changed,6c32304d9db786fcbfb1cca533bd4e4c1d858c7f,https://github.com/search?q=6c32304d9db786fcbfb1cca533bd4e4c1d858c7f&type=Commits,version pinned issue resolution,,,,,
image,values_changed,af553f3a1dca7c1cc9b6773dcd12ec73bd6c1fff,https://github.com/search?q=af553f3a1dca7c1cc9b6773dcd12ec73bd6c1fff&type=Commits,unknown,,,,,
volumes,iterable_item_added,1e4cfce52bb8979416ea0c7c894bd295cc67fd24,https://github.com/search?q=1e4cfce52bb8979416ea0c7c894bd295cc67fd24&type=Commits,data persistency,,1,,,
volumes,values_changed,a7562958cc275bd72db8e90fbcd8c31c75c3e715,https://github.com/search?q=a7562958cc275bd72db8e90fbcd8c31c75c3e715&type=Commits,unknown,,,,,
